case:concept:name,concept:name,time:timestamp
1,insertValue_name_Web,2024-06-08 08:34:25.493914+11:00
1,openFile_Excel_Sheet1_data_xls,2024-06-08 08:34:26.493914+11:00
1,goToUrl_www_webpage_com_Web,2024-06-08 08:34:26.494914+11:00
1,insertValue_username_Web,2024-06-08 08:34:32.263914+11:00
1,insertValue_password_Web,2024-06-08 08:34:44.614914+11:00
1,clickButton_confirm_Web_1,2024-06-08 08:34:56.479914+11:00
1,waitResponse_www_webpage_com_ok_Web,2024-06-08 08:35:00.058914+11:00
1,clickButton_Button1_Web,2024-06-08 08:35:05.238914+11:00
1,clickButton_B2_Web,2024-06-08 08:35:08.146914+11:00
1,insertValue_ID_Web,2024-06-08 08:35:11.904914+11:00
1,copy_B_Excel_Special_code,2024-06-08 08:35:13.485914+11:00
1,paste_Special_code_Web,2024-06-08 08:35:14.425914+11:00
1,copy_B_Excel_Area,2024-06-08 08:35:17.277914+11:00
1,paste_Area_Web,2024-06-08 08:35:20.105914+11:00
1,clickButton_OK_Web_1,2024-06-08 08:35:22.661914+11:00
1,insertValue_surname_Web,2024-06-08 08:35:23.661914+11:00
1,insertValue_age_Web,2024-06-08 08:35:27.912914+11:00
1,insertValue_type_Web,2024-06-08 08:35:40.074914+11:00
1,clickButton_confirm_Web_2,2024-06-08 08:35:53.896914+11:00
1,clickButton_B4_Web,2024-06-08 08:35:56.488914+11:00
1,clickButton_Clients_Web,2024-06-08 08:36:00.304914+11:00
1,insertValue_clientID_Web,2024-06-08 08:36:03.345914+11:00
1,pressKey_Web,2024-06-08 08:36:08.560914+11:00
1,clickButton_update_Web,2024-06-08 08:36:09.241914+11:00
1,insertValue_address_Web,2024-06-08 08:36:11.782914+11:00
1,insertValue_country_Web,2024-06-08 08:36:18.303914+11:00
1,clickButton_UnbindFile_Web,2024-06-08 08:36:26.953914+11:00
1,clickButton_OK_Web_2,2024-06-08 08:36:30.080914+11:00
1,clickButton_Confirm_Web,2024-06-08 08:36:32.964914+11:00
1,clickButton_OK_Web_3,2024-06-08 08:36:35.226914+11:00
1,insertValue_name_Web,2024-06-08 08:36:36.226914+11:00
1,insertValue_surname_Web,2024-06-08 08:36:43.044914+11:00
1,insertValue_age_Web,2024-06-08 08:36:56.185914+11:00
1,openFile_Excel_Sheet1_data_xls,2024-06-08 08:36:57.185914+11:00
1,goToUrl_www_webpage_com_Web,2024-06-08 08:37:02.662914+11:00
1,insertValue_username_Web,2024-06-08 08:37:04.800914+11:00
1,insertValue_password_Web,2024-06-08 08:37:16.042914+11:00
1,clickButton_confirm_Web_1,2024-06-08 08:37:16.728914+11:00
1,waitResponse_www_webpage_com_ok_Web,2024-06-08 08:37:19.258914+11:00
1,clickButton_Button1_Web,2024-06-08 08:37:27.067914+11:00
1,clickButton_B2_Web,2024-06-08 08:37:29.424914+11:00
1,insertValue_ID_Web,2024-06-08 08:37:33.801914+11:00
1,copy_B_Excel_Special_code,2024-06-08 08:37:37.479914+11:00
1,paste_Special_code_Web,2024-06-08 08:37:40.942914+11:00
1,copy_B_Excel_Area,2024-06-08 08:37:43.988914+11:00
1,paste_Area_Web,2024-06-08 08:37:47.932914+11:00
1,clickButton_OK_Web_1,2024-06-08 08:37:53.133914+11:00
1,insertValue_type_Web,2024-06-08 08:37:54.133914+11:00
1,clickButton_confirm_Web_2,2024-06-08 08:37:58.314914+11:00
1,clickButton_B4_Web,2024-06-08 08:38:02.358914+11:00
1,clickButton_Clients_Web,2024-06-08 08:38:04.742914+11:00
1,insertValue_clientID_Web,2024-06-08 08:38:08.196914+11:00
1,pressKey_Web,2024-06-08 08:38:22.348914+11:00
1,clickButton_update_Web,2024-06-08 08:38:26.038914+11:00
1,insertValue_address_Web,2024-06-08 08:38:29.869914+11:00
1,insertValue_country_Web,2024-06-08 08:38:37.221914+11:00
1,clickButton_UnbindFile_Web,2024-06-08 08:38:39.883914+11:00
1,clickButton_OK_Web_2,2024-06-08 08:38:43.594914+11:00
1,clickButton_Confirm_Web,2024-06-08 08:38:46.760914+11:00
1,clickButton_OK_Web_3,2024-06-08 08:38:50.480914+11:00
1,insertValue_name_Web,2024-06-08 08:38:51.480914+11:00
1,insertValue_surname_Web,2024-06-08 08:39:04.656914+11:00
1,insertValue_age_Web,2024-06-08 08:39:19.634914+11:00
1,insertValue_type_Web,2024-06-08 08:39:31.188914+11:00
1,clickButton_confirm_Web_2,2024-06-08 08:39:42.313914+11:00
1,clickButton_B4_Web,2024-06-08 08:39:45.567914+11:00
1,clickButton_Clients_Web,2024-06-08 08:39:48.525914+11:00
1,insertValue_clientID_Web,2024-06-08 08:39:52.028914+11:00
1,pressKey_Web,2024-06-08 08:40:03.556914+11:00
1,clickButton_update_Web,2024-06-08 08:40:07.663914+11:00
1,insertValue_address_Web,2024-06-08 08:40:11.744914+11:00
1,insertValue_country_Web,2024-06-08 08:40:19.656914+11:00
1,openFile_Excel_Sheet1_data_xls,2024-06-08 08:40:20.656914+11:00
1,goToUrl_www_webpage_com_Web,2024-06-08 08:40:33.485914+11:00
1,insertValue_username_Web,2024-06-08 08:40:39.686914+11:00
1,insertValue_password_Web,2024-06-08 08:40:44.257914+11:00
1,clickButton_confirm_Web_1,2024-06-08 08:40:50.431914+11:00
1,waitResponse_www_webpage_com_ok_Web,2024-06-08 08:40:53.027914+11:00
1,clickButton_Button1_Web,2024-06-08 08:41:06.579914+11:00
1,clickButton_B2_Web,2024-06-08 08:41:10.803914+11:00
1,insertValue_ID_Web,2024-06-08 08:41:13.160914+11:00
1,copy_B_Excel_Special_code,2024-06-08 08:41:16.543914+11:00
1,paste_Special_code_Web,2024-06-08 08:41:19.081914+11:00
1,copy_B_Excel_Area,2024-06-08 08:41:22.686914+11:00
1,paste_Area_Web,2024-06-08 08:41:26.697914+11:00
1,clickButton_OK_Web_1,2024-06-08 08:41:29.286914+11:00
1,clickButton_UnbindFile_Web,2024-06-08 08:41:30.286914+11:00
1,clickButton_OK_Web_2,2024-06-08 08:41:31.677914+11:00
1,clickButton_Confirm_Web,2024-06-08 08:41:34.310914+11:00
1,clickButton_OK_Web_3,2024-06-08 08:41:36.490914+11:00
1,insertValue_name_Web,2024-06-08 08:41:37.490914+11:00
1,insertValue_surname_Web,2024-06-08 08:41:44.732914+11:00
1,insertValue_age_Web,2024-06-08 08:41:46.101914+11:00
1,insertValue_type_Web,2024-06-08 08:41:57.815914+11:00
1,clickButton_confirm_Web_2,2024-06-08 08:41:57.816914+11:00
1,clickButton_B4_Web,2024-06-08 08:42:02.762914+11:00
1,clickButton_Clients_Web,2024-06-08 08:42:07.192914+11:00
1,openFile_Excel_Sheet1_data_xls,2024-06-08 08:42:08.192914+11:00
1,goToUrl_www_webpage_com_Web,2024-06-08 08:42:12.451914+11:00
1,insertValue_username_Web,2024-06-08 08:42:19.707914+11:00
1,insertValue_password_Web,2024-06-08 08:42:25.579914+11:00
1,clickButton_confirm_Web_1,2024-06-08 08:42:32.298914+11:00
1,waitResponse_www_webpage_com_ok_Web,2024-06-08 08:42:34.696914+11:00
1,clickButton_Button1_Web,2024-06-08 08:42:41.146914+11:00
1,clickButton_B2_Web,2024-06-08 08:42:43.739914+11:00
1,insertValue_ID_Web,2024-06-08 08:42:46.471914+11:00
1,copy_B_Excel_Special_code,2024-06-08 08:42:48.516914+11:00
1,paste_Special_code_Web,2024-06-08 08:42:51.170914+11:00
1,copy_B_Excel_Area,2024-06-08 08:42:53.259914+11:00
1,paste_Area_Web,2024-06-08 08:42:55.231914+11:00
1,clickButton_OK_Web_1,2024-06-08 08:42:58.432914+11:00
1,insertValue_clientID_Web,2024-06-08 08:42:59.432914+11:00
1,pressKey_Web,2024-06-08 08:43:15.205914+11:00
1,clickButton_update_Web,2024-06-08 08:43:17.732914+11:00
1,insertValue_address_Web,2024-06-08 08:43:20.645914+11:00
1,insertValue_country_Web,2024-06-08 08:43:32.319914+11:00
1,clickButton_UnbindFile_Web,2024-06-08 08:43:32.320914+11:00
1,clickButton_OK_Web_2,2024-06-08 08:43:35.206914+11:00
1,clickButton_Confirm_Web,2024-06-08 08:43:39.228914+11:00
1,clickButton_OK_Web_3,2024-06-08 08:43:43.219914+11:00
1,openFile_Excel_Sheet1_data_xls,2024-06-08 08:43:44.219914+11:00
1,goToUrl_www_webpage_com_Web,2024-06-08 08:43:47.983914+11:00
1,insertValue_username_Web,2024-06-08 08:44:01.711914+11:00
1,insertValue_password_Web,2024-06-08 08:44:12.108914+11:00
1,clickButton_confirm_Web_1,2024-06-08 08:44:27.407914+11:00
1,waitResponse_www_webpage_com_ok_Web,2024-06-08 08:44:30.585914+11:00
1,clickButton_Button1_Web,2024-06-08 08:44:46.669914+11:00
1,clickButton_B2_Web,2024-06-08 08:44:49.405914+11:00
1,insertValue_ID_Web,2024-06-08 08:44:50.692914+11:00
1,copy_B_Excel_Special_code,2024-06-08 08:44:53.776914+11:00
1,insertValue_name_Web,2024-06-08 08:44:54.776914+11:00
1,insertValue_surname_Web,2024-06-08 08:45:09.195914+11:00
1,insertValue_age_Web,2024-06-08 08:45:10.085914+11:00
1,insertValue_type_Web,2024-06-08 08:45:17.506914+11:00
1,clickButton_confirm_Web_2,2024-06-08 08:45:17.513914+11:00
1,clickButton_B4_Web,2024-06-08 08:45:20.984914+11:00
1,clickButton_Clients_Web,2024-06-08 08:45:23.571914+11:00
1,insertValue_clientID_Web,2024-06-08 08:45:27.714914+11:00
1,pressKey_Web,2024-06-08 08:45:28.471914+11:00
1,clickButton_update_Web,2024-06-08 08:45:31.364914+11:00
1,insertValue_address_Web,2024-06-08 08:45:34.236914+11:00
1,insertValue_country_Web,2024-06-08 08:45:38.907914+11:00
1,clickButton_UnbindFile_Web,2024-06-08 08:45:49.020914+11:00
1,clickButton_OK_Web_2,2024-06-08 08:45:52.045914+11:00
1,clickButton_Confirm_Web,2024-06-08 08:45:54.998914+11:00
1,clickButton_OK_Web_3,2024-06-08 08:45:59.966914+11:00
1,paste_Special_code_Web,2024-06-08 08:46:00.966914+11:00
1,copy_B_Excel_Area,2024-06-08 08:46:04.453914+11:00
1,paste_Area_Web,2024-06-08 08:46:06.786914+11:00
1,clickButton_OK_Web_1,2024-06-08 08:46:09.991914+11:00
1,insertValue_name_Web,2024-06-08 08:46:10.991914+11:00
1,insertValue_surname_Web,2024-06-08 08:46:16.908914+11:00
1,insertValue_age_Web,2024-06-08 08:46:31.225914+11:00
1,insertValue_type_Web,2024-06-08 08:46:36.754914+11:00
1,openFile_Excel_Sheet1_data_xls,2024-06-08 08:46:37.754914+11:00
1,goToUrl_www_webpage_com_Web,2024-06-08 08:46:37.755914+11:00
1,insertValue_username_Web,2024-06-08 08:46:48.190914+11:00
1,insertValue_password_Web,2024-06-08 08:46:52.700914+11:00
1,clickButton_confirm_Web_1,2024-06-08 08:46:54.866914+11:00
1,waitResponse_www_webpage_com_ok_Web,2024-06-08 08:46:59.373914+11:00
1,clickButton_Button1_Web,2024-06-08 08:47:13.880914+11:00
1,clickButton_B2_Web,2024-06-08 08:47:16.814914+11:00
1,insertValue_ID_Web,2024-06-08 08:47:19.173914+11:00
1,copy_B_Excel_Special_code,2024-06-08 08:47:22.319914+11:00
1,paste_Special_code_Web,2024-06-08 08:47:24.612914+11:00
1,copy_B_Excel_Area,2024-06-08 08:47:26.703914+11:00
1,paste_Area_Web,2024-06-08 08:47:29.182914+11:00
1,clickButton_OK_Web_1,2024-06-08 08:47:31.224914+11:00
1,clickButton_confirm_Web_2,2024-06-08 08:47:32.224914+11:00
1,clickButton_B4_Web,2024-06-08 08:47:34.930914+11:00
1,clickButton_Clients_Web,2024-06-08 08:47:35.636914+11:00
1,insertValue_clientID_Web,2024-06-08 08:47:38.327914+11:00
1,pressKey_Web,2024-06-08 08:47:44.945914+11:00
1,clickButton_update_Web,2024-06-08 08:47:45.823914+11:00
1,insertValue_address_Web,2024-06-08 08:47:48.662914+11:00
1,insertValue_country_Web,2024-06-08 08:48:00.220914+11:00
1,clickButton_UnbindFile_Web,2024-06-08 08:48:10.138914+11:00
1,clickButton_OK_Web_2,2024-06-08 08:48:12.874914+11:00
1,clickButton_Confirm_Web,2024-06-08 08:48:14.741914+11:00
1,clickButton_OK_Web_3,2024-06-08 08:48:15.880914+11:00
1,openFile_Excel_Sheet1_data_xls,2024-06-08 08:48:16.880914+11:00
1,goToUrl_www_webpage_com_Web,2024-06-08 08:48:29.418914+11:00
1,insertValue_name_Web,2024-06-08 08:48:30.418914+11:00
1,insertValue_surname_Web,2024-06-08 08:48:41.189914+11:00
1,insertValue_age_Web,2024-06-08 08:48:51.600914+11:00
1,insertValue_type_Web,2024-06-08 08:49:02.808914+11:00
1,clickButton_confirm_Web_2,2024-06-08 08:49:02.809914+11:00
1,clickButton_B4_Web,2024-06-08 08:49:06.840914+11:00
1,clickButton_Clients_Web,2024-06-08 08:49:09.539914+11:00
1,insertValue_clientID_Web,2024-06-08 08:49:12.893914+11:00
1,pressKey_Web,2024-06-08 08:49:25.007914+11:00
1,clickButton_update_Web,2024-06-08 08:49:28.371914+11:00
1,insertValue_address_Web,2024-06-08 08:49:28.980914+11:00
1,insertValue_country_Web,2024-06-08 08:49:38.792914+11:00
1,clickButton_UnbindFile_Web,2024-06-08 08:49:47.511914+11:00
1,clickButton_OK_Web_2,2024-06-08 08:49:51.786914+11:00
1,clickButton_Confirm_Web,2024-06-08 08:49:55.684914+11:00
1,clickButton_OK_Web_3,2024-06-08 08:49:57.874914+11:00
1,insertValue_username_Web,2024-06-08 08:49:58.874914+11:00
1,insertValue_password_Web,2024-06-08 08:50:09.020914+11:00
1,clickButton_confirm_Web_1,2024-06-08 08:50:21.898914+11:00
1,waitResponse_www_webpage_com_ok_Web,2024-06-08 08:50:24.541914+11:00
1,clickButton_Button1_Web,2024-06-08 08:50:25.443914+11:00
1,clickButton_B2_Web,2024-06-08 08:50:30.150914+11:00
1,insertValue_ID_Web,2024-06-08 08:50:34.317914+11:00
1,copy_B_Excel_Special_code,2024-06-08 08:50:35.781914+11:00
1,paste_Special_code_Web,2024-06-08 08:50:41.056914+11:00
1,copy_B_Excel_Area,2024-06-08 08:50:45.503914+11:00
1,paste_Area_Web,2024-06-08 08:50:47.851914+11:00
1,clickButton_OK_Web_1,2024-06-08 08:50:49.802914+11:00
1,insertValue_name_Web,2024-06-08 08:50:50.802914+11:00
1,insertValue_surname_Web,2024-06-08 08:50:56.976914+11:00
