case:concept:name,concept:name,time:timestamp
1,insertValue_name_Web,2024-06-08 08:34:25.493914+11:00
1,insertValue_surname_Web,2024-06-08 08:34:25.494914+11:00
1,insertValue_age_Web,2024-06-08 08:34:31.263914+11:00
1,insertValue_type_Web,2024-06-08 08:34:37.423914+11:00
1,insertValue_name_Web,2024-06-08 08:34:38.423914+11:00
1,insertValue_surname_Web,2024-06-08 08:34:50.247914+11:00
1,insertValue_age_Web,2024-06-08 08:34:54.498914+11:00
1,insertValue_type_Web,2024-06-08 08:35:06.660914+11:00
1,clickButton_confirm_Web,2024-06-08 08:35:20.482914+11:00
1,clickButton_B4_Web,2024-06-08 08:35:23.074914+11:00
1,clickButton_Clients_Web,2024-06-08 08:35:26.890914+11:00
1,insertValue_clientID_Web,2024-06-08 08:35:29.931914+11:00
1,pressKey_Web,2024-06-08 08:35:35.146914+11:00
1,clickButton_update_Web,2024-06-08 08:35:35.827914+11:00
1,insertValue_address_Web,2024-06-08 08:35:38.368914+11:00
1,insertValue_country_Web,2024-06-08 08:35:44.889914+11:00
1,clickButton_UnbindFile_Web,2024-06-08 08:35:53.539914+11:00
1,clickButton_OK_Web,2024-06-08 08:35:56.666914+11:00
1,clickButton_Confirm_Web,2024-06-08 08:35:59.550914+11:00
1,clickButton_OK_Web,2024-06-08 08:36:01.812914+11:00
1,clickButton_B1_Web,2024-06-08 08:36:02.812914+11:00
1,insertValue_B_Excel,2024-06-08 08:36:05.804914+11:00
1,goToUrl_www_webpage2_com_Web,2024-06-08 08:36:11.242914+11:00
1,copy_value2_Web,2024-06-08 08:36:27.038914+11:00
1,paste_Excel_2_C,2024-06-08 08:36:30.478914+11:00
1,paste_finalCode_Web,2024-06-08 08:36:34.388914+11:00
1,clickButton_OK_Web,2024-06-08 08:36:37.241914+11:00
1,insertValue_name_Web,2024-06-08 08:36:38.241914+11:00
1,insertValue_surname_Web,2024-06-08 08:36:49.393914+11:00
1,insertValue_age_Web,2024-06-08 08:36:57.611914+11:00
1,insertValue_type_Web,2024-06-08 08:37:05.012914+11:00
1,clickButton_B1_Web,2024-06-08 08:37:09.475914+11:00
1,insertValue_B_Excel,2024-06-08 08:37:11.566914+11:00
1,goToUrl_www_webpage2_com_Web,2024-06-08 08:37:16.961914+11:00
1,copy_value2_Web,2024-06-08 08:37:20.169914+11:00
1,paste_Excel_2_C,2024-06-08 08:37:24.077914+11:00
1,paste_finalCode_Web,2024-06-08 08:37:25.454914+11:00
1,insertValue_name_Web,2024-06-08 08:37:26.454914+11:00
1,insertValue_surname_Web,2024-06-08 08:37:33.272914+11:00
1,insertValue_age_Web,2024-06-08 08:37:46.413914+11:00
1,insertValue_type_Web,2024-06-08 08:38:00.220914+11:00
1,clickButton_confirm_Web,2024-06-08 08:38:04.401914+11:00
1,clickButton_B4_Web,2024-06-08 08:38:08.445914+11:00
1,clickButton_Clients_Web,2024-06-08 08:38:10.829914+11:00
1,insertValue_clientID_Web,2024-06-08 08:38:14.283914+11:00
1,pressKey_Web,2024-06-08 08:38:28.435914+11:00
1,clickButton_update_Web,2024-06-08 08:38:32.125914+11:00
1,insertValue_address_Web,2024-06-08 08:38:35.956914+11:00
1,insertValue_country_Web,2024-06-08 08:38:43.308914+11:00
1,clickButton_UnbindFile_Web,2024-06-08 08:38:45.970914+11:00
1,clickButton_OK_Web,2024-06-08 08:38:49.681914+11:00
1,clickButton_Confirm_Web,2024-06-08 08:38:52.847914+11:00
1,clickButton_OK_Web,2024-06-08 08:38:56.567914+11:00
1,clickButton_OK_Web,2024-06-08 08:38:57.567914+11:00
1,insertValue_name_Web,2024-06-08 08:38:58.567914+11:00
1,insertValue_name_Web,2024-06-08 08:38:59.567914+11:00
1,insertValue_surname_Web,2024-06-08 08:39:12.743914+11:00
1,insertValue_age_Web,2024-06-08 08:39:27.721914+11:00
1,insertValue_type_Web,2024-06-08 08:39:39.275914+11:00
1,clickButton_confirm_Web,2024-06-08 08:39:50.400914+11:00
1,clickButton_B4_Web,2024-06-08 08:39:53.654914+11:00
1,clickButton_Clients_Web,2024-06-08 08:39:56.612914+11:00
1,insertValue_clientID_Web,2024-06-08 08:40:00.115914+11:00
1,pressKey_Web,2024-06-08 08:40:11.643914+11:00
1,clickButton_update_Web,2024-06-08 08:40:15.750914+11:00
1,insertValue_address_Web,2024-06-08 08:40:19.831914+11:00
1,insertValue_country_Web,2024-06-08 08:40:27.743914+11:00
1,clickButton_UnbindFile_Web,2024-06-08 08:40:30.894914+11:00
1,clickButton_OK_Web,2024-06-08 08:40:32.285914+11:00
1,clickButton_Confirm_Web,2024-06-08 08:40:34.918914+11:00
1,clickButton_OK_Web,2024-06-08 08:40:37.098914+11:00
1,insertValue_surname_Web,2024-06-08 08:40:38.098914+11:00
1,insertValue_age_Web,2024-06-08 08:40:50.952914+11:00
1,insertValue_type_Web,2024-06-08 08:40:55.501914+11:00
1,clickButton_B1_Web,2024-06-08 08:41:10.820914+11:00
1,insertValue_B_Excel,2024-06-08 08:41:16.093914+11:00
1,goToUrl_www_webpage2_com_Web,2024-06-08 08:41:31.639914+11:00
1,copy_value2_Web,2024-06-08 08:41:44.061914+11:00
1,paste_Excel_2_C,2024-06-08 08:41:47.928914+11:00
1,paste_finalCode_Web,2024-06-08 08:41:50.968914+11:00
1,clickButton_OK_Web,2024-06-08 08:41:53.818914+11:00
1,insertValue_name_Web,2024-06-08 08:41:54.818914+11:00
1,insertValue_surname_Web,2024-06-08 08:42:02.060914+11:00
1,insertValue_age_Web,2024-06-08 08:42:03.429914+11:00
1,insertValue_type_Web,2024-06-08 08:42:15.143914+11:00
1,clickButton_confirm_Web,2024-06-08 08:42:15.144914+11:00
1,clickButton_B4_Web,2024-06-08 08:42:20.090914+11:00
1,clickButton_Clients_Web,2024-06-08 08:42:24.520914+11:00
1,insertValue_clientID_Web,2024-06-08 08:42:28.340914+11:00
1,pressKey_Web,2024-06-08 08:42:44.113914+11:00
1,clickButton_update_Web,2024-06-08 08:42:46.640914+11:00
1,insertValue_address_Web,2024-06-08 08:42:49.553914+11:00
1,insertValue_country_Web,2024-06-08 08:43:01.227914+11:00
1,insertValue_name_Web,2024-06-08 08:43:02.227914+11:00
1,insertValue_surname_Web,2024-06-08 08:43:09.087914+11:00
1,insertValue_age_Web,2024-06-08 08:43:13.527914+11:00
1,insertValue_type_Web,2024-06-08 08:43:24.095914+11:00
1,clickButton_B1_Web,2024-06-08 08:43:26.146914+11:00
1,insertValue_B_Excel,2024-06-08 08:43:29.309914+11:00
1,goToUrl_www_webpage2_com_Web,2024-06-08 08:43:39.996914+11:00
1,copy_value2_Web,2024-06-08 08:43:48.569914+11:00
1,paste_Excel_2_C,2024-06-08 08:43:51.728914+11:00
1,paste_finalCode_Web,2024-06-08 08:43:57.084914+11:00
1,clickButton_OK_Web,2024-06-08 08:43:59.756914+11:00
1,clickButton_UnbindFile_Web,2024-06-08 08:44:00.756914+11:00
1,clickButton_OK_Web,2024-06-08 08:44:03.643914+11:00
1,clickButton_Confirm_Web,2024-06-08 08:44:07.665914+11:00
1,clickButton_OK_Web,2024-06-08 08:44:11.656914+11:00
1,insertValue_name_Web,2024-06-08 08:44:12.656914+11:00
1,insertValue_surname_Web,2024-06-08 08:44:22.936914+11:00
1,insertValue_age_Web,2024-06-08 08:44:34.392914+11:00
1,insertValue_type_Web,2024-06-08 08:44:46.204914+11:00
1,clickButton_B1_Web,2024-06-08 08:44:58.381914+11:00
1,insertValue_B_Excel,2024-06-08 08:44:59.966914+11:00
1,goToUrl_www_webpage2_com_Web,2024-06-08 08:45:02.998914+11:00
1,copy_value2_Web,2024-06-08 08:45:13.016914+11:00
1,paste_Excel_2_C,2024-06-08 08:45:17.603914+11:00
1,paste_finalCode_Web,2024-06-08 08:45:21.157914+11:00
1,insertValue_name_Web,2024-06-08 08:45:22.157914+11:00
1,insertValue_surname_Web,2024-06-08 08:45:36.576914+11:00
1,insertValue_age_Web,2024-06-08 08:45:37.466914+11:00
1,insertValue_type_Web,2024-06-08 08:45:44.887914+11:00
1,clickButton_confirm_Web,2024-06-08 08:45:44.894914+11:00
1,clickButton_B4_Web,2024-06-08 08:45:48.365914+11:00
1,clickButton_Clients_Web,2024-06-08 08:45:50.952914+11:00
1,insertValue_clientID_Web,2024-06-08 08:45:55.095914+11:00
1,pressKey_Web,2024-06-08 08:45:55.852914+11:00
1,clickButton_update_Web,2024-06-08 08:45:58.745914+11:00
1,insertValue_address_Web,2024-06-08 08:46:01.617914+11:00
1,insertValue_country_Web,2024-06-08 08:46:06.288914+11:00
1,clickButton_UnbindFile_Web,2024-06-08 08:46:16.401914+11:00
1,clickButton_OK_Web,2024-06-08 08:46:19.426914+11:00
1,clickButton_Confirm_Web,2024-06-08 08:46:22.379914+11:00
1,clickButton_OK_Web,2024-06-08 08:46:27.347914+11:00
1,clickButton_OK_Web,2024-06-08 08:46:28.347914+11:00
1,insertValue_name_Web,2024-06-08 08:46:29.347914+11:00
1,insertValue_surname_Web,2024-06-08 08:46:35.264914+11:00
1,insertValue_age_Web,2024-06-08 08:46:49.581914+11:00
1,insertValue_type_Web,2024-06-08 08:46:55.110914+11:00
1,clickButton_confirm_Web,2024-06-08 08:47:04.296914+11:00
1,clickButton_B4_Web,2024-06-08 08:47:07.002914+11:00
1,clickButton_Clients_Web,2024-06-08 08:47:07.708914+11:00
1,insertValue_clientID_Web,2024-06-08 08:47:10.399914+11:00
1,pressKey_Web,2024-06-08 08:47:17.017914+11:00
1,clickButton_update_Web,2024-06-08 08:47:17.895914+11:00
1,insertValue_address_Web,2024-06-08 08:47:20.734914+11:00
1,insertValue_country_Web,2024-06-08 08:47:32.292914+11:00
1,clickButton_UnbindFile_Web,2024-06-08 08:47:42.210914+11:00
1,clickButton_OK_Web,2024-06-08 08:47:44.946914+11:00
1,clickButton_Confirm_Web,2024-06-08 08:47:46.813914+11:00
1,insertValue_name_Web,2024-06-08 08:47:47.813914+11:00
1,insertValue_surname_Web,2024-06-08 08:47:58.301914+11:00
1,insertValue_age_Web,2024-06-08 08:48:10.280914+11:00
1,insertValue_type_Web,2024-06-08 08:48:16.334914+11:00
